time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-09T03:19:06.862Z,18.8412,147.057,10,4.5,mb,25,100,5.629,0.79,us,us6000i2rm,2022-07-15T23:23:52.040Z,"Mariana Islands region",earthquake,11.5,1.5,0.128,18,reviewed,us,us
2022-07-09T03:06:04.245Z,-2.8773,138.9288,45.906,5,mb,56,65,6.672,0.66,us,us6000i14j,2022-08-05T21:25:11.040Z,"191 km W of Abepura, Indonesia",earthquake,10.76,5.172,0.054,113,reviewed,us,us
2022-07-09T02:53:46.615Z,-9.3644,112.9398,56.35,5.1,mb,77,38,1.491,0.8,us,us6000i14h,2022-08-05T21:20:58.040Z,"128 km SSW of Kencong, Indonesia",earthquake,7.22,1.027,0.065,80,reviewed,us,us
2022-07-09T02:10:13.147Z,18.9256,147.1994,10,4.5,mb,25,139,5.759,0.89,us,us6000i2rk,2022-08-17T00:10:25.040Z,"Mariana Islands region",earthquake,14.37,1.899,0.136,16,reviewed,us,us
2022-07-09T01:12:05.801Z,37.1495,141.2298,45.04,4.8,mb,45,128,2.498,0.35,us,us6000i13v,2022-08-05T21:06:21.040Z,"32 km ENE of Iwaki, Japan",earthquake,9.16,6.476,0.127,20,reviewed,us,us
2022-07-09T01:08:41.505Z,5.5852,126.585,62.182,4.9,mb,65,108,1.782,0.7,us,us6000i13t,2022-08-05T20:48:05.040Z,"96 km SSE of Pondaguitan, Philippines",earthquake,8.49,6.504,0.049,136,reviewed,us,us
2022-07-09T00:54:12.313Z,18.7682,146.6423,10,4.5,mb,24,166,5.424,0.46,us,us6000i2rq,2022-07-18T02:30:06.040Z,"Pagan region, Northern Mariana Islands",earthquake,7.2,1.9,0.171,10,reviewed,us,us
2022-07-09T00:52:02.519Z,16.9254,75.7188,10,4.5,mb,66,77,9.694,0.57,us,us6000i13p,2022-08-25T21:11:47.771Z,"11 km N of Bijapur, India",earthquake,10.91,1.841,0.077,50,reviewed,us,us
2022-07-09T00:38:30.169Z,18.8551,146.905,10,4.6,mb,52,133,5.589,0.52,us,us6000i13n,2022-08-19T04:04:00.040Z,"Pagan region, Northern Mariana Islands",earthquake,13.05,1.877,0.084,43,reviewed,us,us
2022-07-09T00:32:25.143Z,-22.4915,-66.1491,245.95,4.5,mb,37,44,1.929,0.86,us,us6000i13f,2022-07-18T03:04:31.040Z,"52 km WNW of Abra Pampa, Argentina",earthquake,6.4,8,0.124,19,reviewed,us,us
2022-07-09T00:25:20.072Z,18.8555,146.9223,10,4.7,mb,47,74,5.595,0.6,us,us6000i2rw,2022-07-18T02:50:57.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.5,1.9,0.1,30,reviewed,us,us
2022-07-09T00:22:13.572Z,18.7592,146.874,10,4.6,mb,49,96,5.489,0.69,us,us6000i13i,2022-07-18T03:17:01.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.5,1.9,0.103,28,reviewed,us,us
2022-07-09T00:07:26.486Z,18.8349,147.4118,10,4.6,mb,34,130,5.759,0.56,us,us6000i2rg,2022-07-18T02:03:39.040Z,"Mariana Islands region",earthquake,8.8,1.8,0.119,21,reviewed,us,us
2022-07-09T00:01:44.128Z,18.8096,147.1331,10,4.6,mb,11,155,5.628,0.25,us,us6000i2rd,2022-07-17T21:40:13.040Z,"Mariana Islands region",earthquake,10.8,2,0.245,5,reviewed,us,us
2022-07-08T23:53:27.647Z,18.8848,147.0315,10,4.8,mb,71,129,5.66,0.8,us,us6000i2q3,2022-07-16T02:24:33.040Z,"Mariana Islands region",earthquake,12.1,1.9,0.064,75,reviewed,us,us
2022-07-08T23:43:29.324Z,18.8347,146.9391,10,5.9,mww,230,30,5.582,0.6,us,us6000i12c,2022-08-26T23:53:43.761Z,"Pagan region, Northern Mariana Islands",earthquake,8.81,1.745,0.098,10,reviewed,us,us
2022-07-08T23:36:06.595Z,18.8957,146.9699,10,5.8,mww,176,20,5.649,0.63,us,us6000i126,2022-08-12T23:46:12.281Z,"Pagan region, Northern Mariana Islands",earthquake,7.81,1.743,0.056,31,reviewed,us,us
2022-07-08T22:50:17.678Z,-9.4455,112.9616,51.27,4.9,mb,81,46,1.524,0.77,us,us6000i11u,2022-07-16T03:19:03.040Z,"136 km SSW of Kencong, Indonesia",earthquake,3,6.8,0.067,69,reviewed,us,us
2022-07-08T21:34:33.544Z,10.3187,94.1649,10,4.5,mb,41,105,1.926,0.63,us,us6000i11i,2022-07-16T03:27:27.040Z,"215 km SE of Port Blair, India",earthquake,8,1.4,0.108,27,reviewed,us,us
2022-07-08T21:08:14.688Z,18.8594,147.1264,10,4.7,mb,48,139,5.671,0.54,us,us6000i11d,2022-07-16T03:30:49.040Z,"Mariana Islands region",earthquake,5.3,1.9,0.084,45,reviewed,us,us
2022-07-08T21:04:40.152Z,10.4818,94.1885,10,5.2,mww,78,61,1.836,0.65,us,us6000i117,2022-07-16T03:38:01.040Z,"204 km SE of Port Blair, India",earthquake,7.7,1.7,0.093,11,reviewed,us,us
2022-07-08T20:49:24.576Z,18.931,147.1272,10,4.5,mb,52,116,5.737,0.78,us,us6000i2pk,2022-08-04T14:33:57.040Z,"Mariana Islands region",earthquake,7.74,1.865,0.104,32,reviewed,us,us
2022-07-08T20:48:16.816Z,18.9064,147.0968,10,4.5,mb,43,138,5.704,0.66,us,us6000i2pw,2022-08-04T14:25:38.040Z,"Mariana Islands region",earthquake,9.43,1.831,0.108,27,reviewed,us,us
2022-07-08T20:46:11.529Z,19.0071,147.0313,10,5,mb,120,94,5.773,0.84,us,us6000i19a,2022-08-26T20:56:20.603Z,"Mariana Islands region",earthquake,9.97,1.829,0.052,121,reviewed,us,us
2022-07-08T20:44:26.872Z,18.8161,146.9559,10,5.3,mww,183,43,5.571,0.58,us,us6000i10z,2022-08-04T14:19:16.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.74,1.788,0.093,11,reviewed,us,us
2022-07-08T20:38:42.182Z,-9.9439,113.0943,27.627,4.5,mb,26,131,1.799,1.36,us,us6000i2ph,2022-08-04T14:00:01.040Z,"186 km S of Kencong, Indonesia",earthquake,7.29,6.256,0.156,13,reviewed,us,us
2022-07-08T20:28:13.607Z,26.5189,54.1745,13.605,4.6,mb,48,80,2.41,0.77,us,us6000i2pg,2022-08-04T13:47:46.040Z,"16 km ESE of K?sh, Iran",earthquake,7.75,2.534,0.099,35,reviewed,us,us
2022-07-08T20:27:08.850Z,-9.4648,112.9197,41.048,5.2,mww,162,27,1.568,0.87,us,us6000i10m,2022-08-04T13:51:53.040Z,"139 km SSW of Kencong, Indonesia",earthquake,6.14,3.808,0.098,10,reviewed,us,us
2022-07-08T19:28:04.157Z,-9.4206,112.9785,58.186,4.8,mb,69,59,1.495,0.65,us,us6000i0zw,2022-08-30T17:43:01.040Z,"132 km SSW of Kencong, Indonesia",earthquake,6.84,6.275,0.075,59,reviewed,us,us
2022-07-08T19:16:14.912Z,10.4109,94.2296,10,4.8,mb,95,85,1.913,0.73,us,us6000i10d,2022-08-03T21:56:56.040Z,"213 km SE of Port Blair, India",earthquake,1.98,1.838,0.074,65,reviewed,us,us
2022-07-08T19:15:46.921Z,10.3602,94.1827,10,4.5,mb,64,85,1.911,0.7,us,us6000i0zv,2022-08-03T21:54:48.040Z,"213 km SE of Port Blair, India",earthquake,7.37,1.857,0.094,38,reviewed,us,us
2022-07-08T18:51:14.405Z,28.3906,-43.6954,10,4.6,mb,68,124,17.843,0.53,us,us6000i2pa,2022-08-03T21:51:18.040Z,"northern Mid-Atlantic Ridge",earthquake,13.16,1.918,0.072,60,reviewed,us,us
2022-07-08T17:46:28.725Z,18.8499,146.9747,10,5,mb,108,75,5.608,0.58,us,us6000i0za,2022-08-03T20:26:57.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.47,1.808,0.038,224,reviewed,us,us
2022-07-08T17:23:46.021Z,18.8075,147.0719,12.658,5,mb,141,41,5.604,0.59,us,us6000i0yx,2022-08-30T17:47:25.040Z,"Mariana Islands region",earthquake,7.43,3.252,0.037,232,reviewed,us,us
2022-07-08T17:19:29.744Z,18.6697,146.499,10,4.6,mb,56,139,5.289,0.9,us,us6000i2p3,2022-08-03T19:33:42.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.93,1.878,0.086,44,reviewed,us,us
2022-07-08T17:15:49.560Z,18.8162,147.1272,10,4.6,mb,66,107,5.632,0.86,us,us6000i2qa,2022-08-03T19:13:24.040Z,"Mariana Islands region",earthquake,12.1,1.858,0.083,47,reviewed,us,us
2022-07-08T17:15:14.433Z,18.8302,147.1566,10,4.5,mb,47,135,5.656,0.75,us,us6000i2q9,2022-08-03T19:03:34.040Z,"Mariana Islands region",earthquake,8.44,1.839,0.106,27,reviewed,us,us
2022-07-08T17:10:02.051Z,18.7558,147.1053,10,5,mb,138,45,5.569,0.67,us,us6000i0yt,2022-08-03T18:43:25.040Z,"Mariana Islands region",earthquake,9.64,1.804,0.039,213,reviewed,us,us
2022-07-08T17:02:58.492Z,18.7719,146.9891,10,5.3,mww,194,49,5.541,0.66,us,us6000i0ys,2022-08-30T17:53:32.040Z,"Pagan region, Northern Mariana Islands",earthquake,5.87,1.735,0.098,10,reviewed,us,us
2022-07-08T16:55:13.821Z,18.7627,147.0157,10,5.4,mww,108,32,5.542,0.73,us,us6000i0yr,2022-08-13T21:14:01.723Z,"",earthquake,8.9,1.825,0.05,39,reviewed,us,us
2022-07-08T09:40:18.446Z,52.1689,-174.9394,10,5.3,mww,174,82,0.458,0.51,us,us6000i0t5,2022-08-29T22:03:38.461Z,"50 km W of Atka, Alaska",earthquake,6.33,1.79,0.034,81,reviewed,us,us
2022-07-08T05:14:32.172Z,-7.0414,148.4975,10,4.7,mb,51,64,4.618,0.49,us,us6000i0s6,2022-07-22T06:31:17.040Z,"89 km SE of Finschhafen, Papua New Guinea",earthquake,5.6,1.8,0.086,41,reviewed,us,us
2022-07-08T03:37:38.959Z,-5.2022,151.8614,58.867,5.3,mww,92,24,0.91,0.84,us,us6000i0ru,2022-08-09T23:43:14.040Z,"105 km SSW of Kokopo, Papua New Guinea",earthquake,7.49,3.226,0.083,14,reviewed,us,us
2022-07-08T03:05:15.447Z,18.6269,145.7639,216.85,4.5,mb,59,73,5.082,0.69,us,us6000i0rj,2022-07-28T22:37:50.040Z,"Pagan region, Northern Mariana Islands",earthquake,3.9,6.1,0.051,117,reviewed,us,us
2022-07-08T01:01:44.144Z,-14.8823,167.1385,99.105,5.4,mww,85,38,0.565,0.8,us,us6000i0qx,2022-08-09T23:42:44.125Z,"19 km NNE of Port-Olry, Vanuatu",earthquake,9.64,3.807,0.093,11,reviewed,us,us
2022-07-08T00:00:03.956Z,26.7884,126.42,10,5,mww,79,77,1.656,0.68,us,us6000i0q6,2022-07-23T04:23:29.040Z,"140 km WNW of Naha, Japan",earthquake,4.2,1.8,0.066,22,reviewed,us,us
2022-07-07T21:41:57.742Z,-18.3177,167.6909,10,4.7,mb,74,78,2.892,0.44,us,us6000i241,2022-07-16T04:41:02.040Z,"92 km SW of Port-Vila, Vanuatu",earthquake,6.3,1.8,0.067,68,reviewed,us,us
2022-07-07T21:01:15.773Z,18.6394,96.782,10,4.6,mb,21,153,1.286,0.57,us,us6000i247,2022-07-16T23:21:55.040Z,"40 km ENE of Pyu, Myanmar",earthquake,6.6,1.9,0.172,10,reviewed,us,us
2022-07-07T17:06:59.776Z,-30.7302,-177.5309,10,4.6,mb,25,84,8.713,0.65,us,us6000i23r,2022-08-02T16:06:53.040Z,"Kermadec Islands, New Zealand",earthquake,8.5,1.8,0.142,15,reviewed,us,us
2022-07-07T16:05:26.424Z,5.3881,-82.6712,10,4.6,mb,140,64,3.384,0.64,us,us6000i0m6,2022-08-03T18:11:42.040Z,"293 km S of Burica, Panama",earthquake,7.52,1.848,0.043,168,reviewed,us,us
2022-07-07T15:41:42.346Z,-57.3784,-24.9672,10,4.5,mb,26,128,16.798,0.78,us,us6000i23p,2022-08-03T17:34:34.040Z,"South Sandwich Islands region",earthquake,18.07,1.915,0.127,20,reviewed,us,us
2022-07-07T14:53:40.689Z,-22.317,-177.8858,321.7,4.6,mb,48,125,6.916,1.02,us,us6000i0jh,2022-08-01T18:16:22.040Z,"",earthquake,15,8.1,0.047,134,reviewed,us,us
2022-07-07T14:02:21.727Z,-17.5597,-173.305,10,4.5,mb,21,124,2.977,1.12,us,us6000i23k,2022-08-13T21:04:37.040Z,"140 km NNE of Neiafu, Tonga",earthquake,13.83,1.882,0.125,19,reviewed,us,us
2022-07-07T10:33:19.889Z,33.9518,141.6333,10,4.5,mb,46,90,1.733,1.38,us,us6000i23q,2022-07-14T10:11:48.040Z,"179 km SE of Katsuura, Japan",earthquake,7.1,1.5,0.115,22,reviewed,us,us
2022-07-07T08:03:03.072Z,37.7783,141.514,68.774,4.5,mb,86,64,2.914,0.41,us,us6000i0h8,2022-08-03T06:38:22.559Z,"55 km NE of Namie, Japan",earthquake,8.6,5.939,0.06,82,reviewed,us,us
2022-07-07T05:43:55.038Z,-11.5094,166.181,35,4.5,mb,24,142,4.038,0.52,us,us6000i23d,2022-08-11T09:28:35.040Z,"96 km SSE of Lata, Solomon Islands",earthquake,12.77,1.906,0.124,20,reviewed,us,us
2022-07-07T04:40:01.163Z,41.7568,81.4017,10,4.5,mb,30,113,2.114,0.84,us,us6000i0g8,2022-07-15T02:07:30.040Z,"113 km NE of Aksu, China",earthquake,4.9,1.9,0.163,11,reviewed,us,us
2022-07-06T22:39:52.833Z,-14.8097,166.9877,29.01,4.5,mb,20,144,0.667,0.85,us,us6000i1v2,2022-07-15T04:10:06.040Z,"27 km NNW of Port-Olry, Vanuatu",earthquake,10.8,5.9,0.163,11,reviewed,us,us
2022-07-06T22:09:12.433Z,21.3257,145.8136,35,4.8,mb,147,65,7.746,0.47,us,us6000i0dw,2022-07-15T03:50:23.040Z,"Mariana Islands region",earthquake,9.5,1.9,0.05,123,reviewed,us,us
2022-07-06T19:51:51.066Z,10.3391,94.2494,10,4.6,mb,52,82,1.974,0.61,us,us6000i0cv,2022-08-02T15:43:57.040Z,"220 km SE of Port Blair, India",earthquake,7.5,1.8,0.11,25,reviewed,us,us
2022-07-06T18:31:23.829Z,10.4174,94.1129,10,4.5,mb,52,83,1.822,0.71,us,us6000i0bz,2022-07-12T18:22:13.040Z,"203 km SE of Port Blair, India",earthquake,8.2,1.9,0.102,28,reviewed,us,us
2022-07-06T17:52:00.412Z,10.4009,94.3816,10,4.5,mb,46,143,5.453,0.92,us,us6000i0bw,2022-07-12T17:31:38.040Z,"226 km SE of Port Blair, India",earthquake,8.7,1.9,0.1,29,reviewed,us,us
2022-07-06T17:50:36.473Z,-32.3323,-179.0244,43.86,4.5,mb,19,194,5.659,0.78,us,us6000i1um,2022-07-12T17:26:47.040Z,"south of the Kermadec Islands",earthquake,15.2,10,0.145,14,reviewed,us,us
2022-07-06T17:07:32.002Z,52.0741,174.9275,44.93,4.8,mb,145,94,0.829,0.73,us,us6000i0bb,2022-08-24T23:32:52.985Z,"146 km SE of Attu Station, Alaska",earthquake,6.1,4.1,0.033,275,reviewed,us,us
2022-07-06T16:51:52.704Z,-14.6806,167.0163,10,4.8,mb,30,117,0.783,0.75,us,us6000i1ux,2022-08-03T05:32:07.040Z,"40 km N of Port-Olry, Vanuatu",earthquake,8.06,1.855,0.109,26,reviewed,us,us
2022-07-06T16:50:45.038Z,-14.7566,166.8525,14.87,4.9,mb,49,104,0.766,0.57,us,us6000i0b8,2022-08-03T05:29:10.040Z,"39 km NW of Port-Olry, Vanuatu",earthquake,5.55,4.385,0.059,91,reviewed,us,us
2022-07-06T16:26:18.754Z,-42.271,-75.3218,10,4.5,mb,20,147,3.227,0.66,us,us6000i1ul,2022-08-03T05:21:58.040Z,"129 km W of Castro, Chile",earthquake,10.64,1.764,0.15,13,reviewed,us,us
2022-07-06T15:16:27.036Z,10.3877,94.0749,10,4.5,mb,44,160,1.815,0.63,us,us6000i09u,2022-08-03T05:16:57.040Z,"202 km SE of Port Blair, India",earthquake,3.83,1.882,0.102,28,reviewed,us,us
2022-07-06T15:12:28.560Z,-42.2963,-75.3571,10,5.5,mww,131,32,2.185,0.54,us,us6000i09s,2022-08-09T22:08:46.669Z,"131 km W of Castro, Chile",earthquake,8.16,1.767,0.049,40,reviewed,us,us
2022-07-06T13:02:22.090Z,26.8237,126.4578,10,4.8,mb,108,53,1.622,0.53,us,us6000i099,2022-08-03T13:09:33.040Z,"139 km WNW of Naha, Japan",earthquake,6.37,1.823,0.043,167,reviewed,us,us
2022-07-06T08:10:36.513Z,-4.1677,153.4319,9.857,4.5,mb,18,74,1.265,0.9,us,us6000i1u9,2022-08-16T15:45:17.040Z,"130 km E of Kokopo, Papua New Guinea",earthquake,8.89,4.821,0.163,15,reviewed,us,us
2022-07-06T08:01:06.482Z,10.368,94.2181,10,4.9,mb,78,58,1.932,0.69,us,us6000i07w,2022-08-04T06:50:40.040Z,"215 km SE of Port Blair, India",earthquake,6.98,1.17,0.055,103,reviewed,us,us
2022-07-06T05:10:17.576Z,-5.1633,101.0026,7.409,5.2,mb,88,41,2.103,0.88,us,us6000i071,2022-08-03T11:25:15.040Z,"205 km SW of Bengkulu, Indonesia",earthquake,7.19,3.583,0.068,70,reviewed,us,us
2022-07-06T04:02:10.895Z,41.5698,141.8998,56.95,4.6,mb,75,124,1.002,0.68,us,us6000i06x,2022-07-14T04:56:50.040Z,"65 km ENE of Mutsu, Japan",earthquake,5.5,6.2,0.044,152,reviewed,us,us
2022-07-06T01:34:36.411Z,-2.241,100.7961,55.32,4.7,mb,75,60,2.561,0.59,us,us6000i06d,2022-07-15T02:44:54.040Z,"69 km WSW of Sungai Penuh, Indonesia",earthquake,7.3,6,0.078,50,reviewed,us,us
2022-07-06T00:26:14.626Z,10.4628,94.1034,10,4.9,mb,90,85,1.785,0.48,us,us6000i05y,2022-08-03T05:03:19.040Z,"199 km SE of Port Blair, India",earthquake,7.7,1.847,0.068,69,reviewed,us,us
2022-07-05T23:53:22.048Z,6.5725,125.2348,10,4.6,mb,62,91,0.601,0.59,us,us6000i0yb,2022-08-03T04:36:17.040Z,"4 km S of Kiblawan, Philippines",earthquake,5.98,1.867,0.075,54,reviewed,us,us
2022-07-05T23:27:08.075Z,0.771,126.8437,30.2,4.9,mb,85,36,0.523,0.59,us,us6000i05i,2022-08-03T04:31:32.040Z,"60 km W of Ternate, Indonesia",earthquake,7.57,3.857,0.057,97,reviewed,us,us
2022-07-05T22:57:37.361Z,33.1747,141.985,10,4.8,mb,119,115,1.822,0.38,us,us6000i054,2022-08-03T04:25:17.040Z,"267 km SE of Katsuura, Japan",earthquake,9.2,1.853,0.036,235,reviewed,us,us
2022-07-05T22:20:57.717Z,33.21,142.0025,10,4.9,mb,107,98,1.838,0.6,us,us6000i04v,2022-08-03T04:22:19.040Z,"265 km SE of Katsuura, Japan",earthquake,5.91,1.805,0.035,254,reviewed,us,us
2022-07-05T21:56:22.137Z,-18.1201,-178.058,579.93,4.6,mb,117,46,7.343,0.87,us,us6000i04q,2022-07-14T02:12:46.040Z,"277 km E of Levuka, Fiji",earthquake,11.3,6.7,0.031,318,reviewed,us,us
2022-07-05T20:10:25.994Z,38.4394,142.0322,73.636,5.3,mww,250,24,2.463,0.78,us,us6000i03g,2022-08-30T18:06:10.040Z,"63 km E of Ishinomaki, Japan",earthquake,6.2,4.203,0.061,26,reviewed,us,us
2022-07-05T18:11:54.036Z,-34.4307,179.1252,125.086,4.5,mb,9,144,3.195,0.96,us,us6000i0y8,2022-08-30T18:01:09.040Z,"south of the Kermadec Islands",earthquake,10.78,9.536,0.27,5,reviewed,us,us
2022-07-05T16:51:08.688Z,-5.1899,153.9753,154.84,4.5,mb,30,122,2.06,0.82,us,us6000i0y3,2022-07-18T15:55:28.040Z,"208 km NW of Panguna, Papua New Guinea",earthquake,13.9,7.9,0.106,26,reviewed,us,us
2022-07-05T15:47:55.165Z,-6.7036,130.3632,78.37,4.5,mb,41,53,1.573,0.27,us,us6000i00r,2022-07-18T15:38:48.040Z,"289 km WSW of Tual, Indonesia",earthquake,6.9,7.2,0.085,44,reviewed,us,us
2022-07-05T14:56:25.779Z,-5.3863,130.9605,64.56,4.6,mb,56,67,2.601,0.65,us,us6000i00c,2022-07-18T14:36:12.040Z,"200 km W of Tual, Indonesia",earthquake,8.5,7.5,0.08,49,reviewed,us,us
2022-07-05T14:50:19.975Z,10.553,94.1619,10,4.9,mb,50,80,1.771,1.01,us,us6000i008,2022-07-18T14:28:37.040Z,"197 km SE of Port Blair, India",earthquake,7.9,1.8,0.083,48,reviewed,us,us
2022-07-05T09:44:02.616Z,10.2992,94.3324,10,4.7,mb,60,84,2.062,0.41,us,us6000hzyw,2022-08-04T08:01:17.040Z,"230 km SE of Port Blair, India",earthquake,4.14,1.864,0.082,45,reviewed,us,us
2022-07-05T08:52:41.082Z,42.317,142.9476,60.633,4.7,mb,124,96,0.34,0.49,us,us6000hzyq,2022-08-03T11:13:45.040Z,"47 km E of Shizunai-furukawach?, Japan",earthquake,6.76,4.616,0.029,352,reviewed,us,us
2022-07-05T07:48:33.145Z,10.2608,94.1562,10,4.8,mb,99,57,1.961,0.61,us,us6000hzy9,2022-08-03T11:06:27.040Z,"218 km SE of Port Blair, India",earthquake,7.38,1.758,0.057,96,reviewed,us,us
2022-07-05T06:44:50.347Z,4.9714,127.2228,114.6,4.6,mb,86,108,2.649,0.5,us,us6000hzxv,2022-07-30T10:42:44.040Z,"192 km SE of Pondaguitan, Philippines",earthquake,8.1,6.1,0.064,73,reviewed,us,us
2022-07-05T06:40:45.170Z,-57.918,-25.2072,33.196,5,mb,84,53,16.392,0.54,us,us6000hzxu,2022-08-12T04:59:01.040Z,"South Sandwich Islands region",earthquake,10.91,4.496,0.063,81,reviewed,us,us
2022-07-05T06:37:44.948Z,2.5147,94.4497,10,4.5,mb,42,85,3.348,0.39,us,us6000hzxt,2022-08-12T05:00:58.040Z,"214 km W of Sinabang, Indonesia",earthquake,8.29,1.879,0.106,27,reviewed,us,us
2022-07-05T06:06:13.690Z,10.2666,94.2833,10,5,mww,93,69,2.047,0.49,us,us6000hzxm,2022-07-11T06:30:50.040Z,"228 km SE of Port Blair, India",earthquake,7.6,1.9,0.093,11,reviewed,us,us
2022-07-05T04:10:37.074Z,-12.2695,166.9686,222.191,4.7,mb,26,49,19.869,0.47,us,us6000i0x8,2022-08-14T23:42:53.040Z,"188 km NNW of Sola, Vanuatu",earthquake,14.05,7.177,0.13,18,reviewed,us,us
2022-07-05T02:34:57.675Z,10.3288,94.0598,10,4.9,mb,74,57,1.846,0.87,us,us6000hzwp,2022-07-10T22:12:00.040Z,"206 km SE of Port Blair, India",earthquake,7.5,1.8,0.065,73,reviewed,us,us
2022-07-05T01:57:57.621Z,27.9184,142.9192,10,4.5,mb,64,116,1.047,0.6,us,us6000hzwh,2022-07-10T22:07:46.040Z,"Bonin Islands, Japan region",earthquake,8.7,1.9,0.069,62,reviewed,us,us
2022-07-05T00:51:18.549Z,34.319,139.9896,93.895,4.6,mb,80,126,1.209,0.63,us,us6000hzwc,2022-08-12T02:07:23.040Z,"74 km S of Tateyama, Japan",earthquake,6.72,5.736,0.038,204,reviewed,us,us
2022-07-05T00:26:56.477Z,10.3277,94.2534,10,5.4,mww,68,85,1.985,0.74,us,us6000hzwa,2022-08-12T02:00:56.530Z,"221 km SE of Port Blair, India",earthquake,6.32,1.836,0.068,21,reviewed,us,us
2022-07-05T00:10:04.562Z,10.2778,93.8421,10,4.5,mb,32,118,1.743,0.62,us,us6000i0x3,2022-07-16T21:29:25.040Z,"194 km SE of Port Blair, India",earthquake,6.6,1.8,0.127,18,reviewed,us,us
2022-07-04T23:54:49.180Z,-56.9665,-27.1406,142.9,4.5,mb,55,80,16.068,0.37,us,us6000i0wq,2022-07-16T21:17:08.040Z,"South Sandwich Islands region",earthquake,10.1,5.8,0.078,48,reviewed,us,us
2022-07-04T23:38:46.553Z,10.4198,94.0743,10,4.5,mb,34,92,1.792,0.39,us,us6000i0wg,2022-07-16T02:32:10.040Z,"200 km SE of Port Blair, India",earthquake,7.7,1.9,0.139,15,reviewed,us,us
2022-07-04T23:15:13.225Z,10.2329,94.2382,10,4.6,mb,59,107,2.037,0.55,us,us6000hzw2,2022-07-12T05:07:05.040Z,"227 km SE of Port Blair, India",earthquake,8.5,1.9,0.083,43,reviewed,us,us
2022-07-04T22:51:14.025Z,-6.9654,-75.8467,10,4.5,mb,39,133,3.207,0.78,us,us6000i0wc,2022-08-03T04:09:39.040Z,"53 km ESE of Pilluana, Peru",earthquake,9.32,1.925,0.094,33,reviewed,us,us
2022-07-04T22:21:46.961Z,-22.4179,69.2478,10,4.7,mb,36,71,21.011,0.6,us,us6000i0wa,2022-08-03T04:03:47.040Z,"Mid-Indian Ridge",earthquake,13.22,1.875,0.108,26,reviewed,us,us
2022-07-04T22:21:28.888Z,56.2734,162.1506,10,4.6,mb,103,67,3.839,0.62,us,us6000hzvj,2022-08-03T04:00:19.040Z,"20 km WNW of Ust’-Kamchatsk Staryy, Russia",earthquake,4.2,1.819,0.042,167,reviewed,us,us
2022-07-04T22:10:40.912Z,-55.9401,-27.295,59.931,5.1,mb,68,67,18.575,0.64,us,us6000hzvi,2022-08-03T03:40:56.040Z,"South Sandwich Islands region",earthquake,12.6,6.734,0.07,66,reviewed,us,us
2022-07-04T21:41:56.826Z,0.5232,126.2021,51.802,4.5,mb,32,51,1.19,0.55,us,us6000i0w7,2022-08-03T02:57:49.040Z,"134 km WSW of Ternate, Indonesia",earthquake,6.6,7.023,0.11,24,reviewed,us,us
2022-07-04T21:24:41.456Z,10.3032,94.1408,10,4.9,mb,95,61,1.92,0.64,us,us6000hzv5,2022-07-12T05:23:26.040Z,"214 km SE of Port Blair, India",earthquake,7.8,1.8,0.068,68,reviewed,us,us
2022-07-04T21:03:56.176Z,10.3526,94.2481,10,4.9,mww,112,47,1.964,0.67,us,us6000hzuu,2022-08-03T02:19:27.040Z,"219 km SE of Port Blair, India",earthquake,6.99,1.784,0.086,13,reviewed,us,us
2022-07-04T20:43:48.593Z,10.4204,94.2649,10,4.9,mb,72,89,5.568,0.93,us,us6000hzus,2022-07-10T20:27:02.040Z,"215 km SE of Port Blair, India",earthquake,8.7,1.8,0.065,75,reviewed,us,us
2022-07-04T20:18:13.150Z,10.5545,94.1795,10,4.9,mb,70,101,1.784,0.85,us,us6000hzup,2022-08-02T15:22:32.040Z,"199 km SE of Port Blair, India",earthquake,6.8,1.8,0.078,52,reviewed,us,us
2022-07-04T20:02:48.649Z,10.2384,94.0024,10,4.5,mb,28,177,9.468,0.86,us,us6000i0x2,2022-07-10T19:37:10.040Z,"209 km SE of Port Blair, India",earthquake,12.9,1.9,0.145,14,reviewed,us,us
2022-07-04T20:00:39.497Z,10.4646,94.4605,10,4.6,mb,27,155,2.059,0.67,us,us6000hzuk,2022-08-02T15:40:52.040Z,"229 km SE of Port Blair, India",earthquake,6.1,1.8,0.105,27,reviewed,us,us
2022-07-04T19:36:57.000Z,10.2638,93.9224,10,5,mb,53,67,1.803,0.92,us,us6000hzue,2022-08-02T15:16:54.040Z,"201 km SE of Port Blair, India",earthquake,8.3,1.9,0.08,50,reviewed,us,us
2022-07-04T19:16:37.203Z,10.4137,93.7228,10,4.6,mb,26,164,1.564,0.53,us,us6000hzua,2022-08-02T15:33:52.040Z,"174 km SE of Port Blair, India",earthquake,5.3,1.9,0.107,26,reviewed,us,us
2022-07-04T18:11:52.659Z,-40.9107,-91.7382,10,5,mb,72,115,14.528,0.86,us,us6000hzu0,2022-07-10T13:09:08.040Z,"West Chile Rise",earthquake,10.3,1.7,0.044,168,reviewed,us,us
